0.334183673	0.889340102	0.715447154	0.743732591	1
0.327806122	0.605076142	0.765311653	0.52367688	0.67
0.327806122	0.63857868	0.526287263	0.693593315	0.33
0.293367347	0.429441624	0.663414634	0.363974002	0.33
0.288265306	0.652791878	0.772357724	0.544103993	0.33
0.288265306	0.81928934	0.668834688	0.709377902	0.33
0.269132653	0.807106599	0.451490515	0.73816156	0.33
0.267857143	0.435532995	0.727371274	0.450324977	0.33
0.257653061	0.390862944	0.711111111	0.455896007	0.33
0.25127551	0.603045685	0.636314363	0.467966574	0.33
0.24744898	0.937055838	0.442818428	0.802228412	0.33
0.241071429	0.685279188	0.87804878	1	0.33
0.214285714	0.721827411	0.608130081	0.688022284	0.33
0.213010204	0.439593909	0.589159892	0.459610028	0.33
0.209183673	0.441624365	0.81300813	0.433611885	0.33
0.183673469	0.267005076	0.640108401	0.582172702	0.33
0.179846939	0.730964467	0.668292683	0.574744661	0.33
0.178571429	0.427411168	0.776693767	0.359331476	1
0.156887755	0.446700508	0.73495935	0.215413185	0.33
0.044642857	0.894416244	0.700271003	0.713091922	0.67
