1	0.461928934	0.632520325	0.443825441	0.33
0.931122449	0.489340102	0.836314363	0.194057567	0.33
0.904336735	0.407106599	0.60596206	0.483751161	0.67
0.871173469	0.602030457	0.777777778	0.309192201	0.33
0.869897959	0.549238579	0.796205962	0.273909006	0.67
0.869897959	0.564467005	0.767479675	0.222841226	1
0.849489796	0.849746193	0.684552846	0.375116063	0.67
0.843112245	0.568527919	0.826558266	0.309192201	0.33
0.835459184	0.662944162	0.847154472	0.229340761	1
0.831632653	0.858883249	0.643902439	0.548746518	0.67
0.827806122	0.557360406	0.622222222	0.155060353	0.67
0.826530612	0.828426396	0.675338753	0.490250696	1
0.794642857	0.797969543	0.672628726	0.381615599	0.67
0.784438776	0.655837563	0.773441734	0.376044568	0.67
0.781887755	0.620304569	0.744173442	0.250696379	0.67
0.781887755	0.69035533	0.611382114	0.232126277	0.67
0.779336735	0.595939086	0.772357724	0.322191272	1
0.779336735	0.571573604	0.618428184	0.56917363	0.67
0.766581633	0.587817259	0.579403794	0.256267409	0.67
0.765306122	0.510659898	0.621138211	0.590529248	0.67
0.764030612	0.609137056	0.512737127	0.506035283	1
0.757653061	0.654822335	0.81897019	0.542246982	0.33
0.753826531	0.592893401	0.621138211	0.407613742	0.33
0.737244898	0.713705584	0.657452575	0.558031569	0.33
0.733418367	0.830456853	0.801626016	0.581244197	0.33
0.729591837	0.649746193	0.817344173	0.262766945	0.33
0.728316327	0.911675127	0.67696477	0.445682451	0.33
0.710459184	0.582741117	0.620054201	0.367688022	0.33
0.706632653	0.555329949	0.851490515	0.534818942	0.33
0.701530612	0.581725888	0.556097561	0.448467967	0.67
0.696428571	0.662944162	0.565853659	0.494893222	0.67
0.68494898	0.527918782	0.619512195	0.335190344	0.67
0.681122449	0.568527919	0.524661247	0.635097493	0.33
0.676020408	0.595939086	0.706775068	0.433611885	0.67
0.673469388	0.831472081	0.654742547	0.407613742	0.33
0.672193878	0.69035533	0.580487805	0.403899721	0.33
0.669642857	0.556345178	0.557181572	0.514391829	0.33
0.667091837	0.576649746	0.540379404	0.573816156	0.33
0.663265306	0.770558376	0.534417344	0.598885794	0.67
0.660714286	0.591878173	0.663414634	0.588672238	0.33
0.660714286	0.870050761	0.524661247	0.396471681	0.33
0.651785714	0.680203046	0.514363144	0.503249768	0.33
0.649234694	0.570558376	0.57398374	0.504178273	0.33
0.644132653	0.569543147	0.603252033	0.408542247	0.33
0.639030612	0.572588832	0.922493225	0.795728877	0.67
0.639030612	0.591878173	0.829810298	0.613741876	0.33
0.639030612	0.717766497	0.726829268	0.334261838	1
0.633928571	0.416243655	0.656910569	0.595171773	0.33
0.633928571	0.700507614	0.624390244	0.462395543	1
0.62627551	0.782741117	0.798915989	0.714020427	1
0.619897959	0.312690355	0.678590786	0.621169916	0.33
0.610969388	0.710659898	0.635230352	0.485608171	1
0.600765306	0.514720812	0.548509485	0.532033426	0.67
0.594387755	1	0.616260163	0.380687094	0.33
0.588010204	0.74213198	0.559349593	0.537604457	0.33
0.580357143	0.715736041	0.700813008	0.506035283	0.33
0.576530612	0.549238579	0.533875339	0.175487465	0.67
