0.572704082	0.565482234	0.606504065	0.38718663	0.67
0.56377551	0.36751269	0.721409214	0.640668524	0.33
0.56377551	0.52284264	0.611382114	0.589600743	0.67
0.56377551	0.489340102	0.579945799	0.389972145	1
0.56122449	0.781725888	0.720325203	0.682451253	0.67
0.551020408	0.267005076	0.79403794	0.689879294	0.67
0.549744898	0.454822335	0.624390244	0.388115135	0.67
0.540816327	0.778680203	0.467750678	0.635097493	1
0.536989796	0.689340102	0.811382114	0.327762303	0.33
0.536989796	0.712690355	0.551761518	0.562674095	0.67
0.534438776	0.52284264	0.47696477	0.406685237	0.33
0.529336735	0.397969543	0.610298103	0.34911792	0.67
0.528061224	0.673096447	0.779403794	0.288765088	0.33
0.526785714	0.629441624	0.524661247	0.413184773	1
0.525510204	0.854822335	0.62601626	0.724233983	0.33
0.521683673	0.502538071	0.674796748	0.34911792	0.33
0.520408163	0.845685279	0.827100271	0.249767874	0.33
0.517857143	0.830456853	0.52899729	0.52367688	0.33
0.511479592	0.770558376	0.465582656	0.408542247	0.33
0.507653061	0.65177665	0.822222222	0.448467967	0.33
0.507653061	0.447715736	0.690514905	0.520891365	0.67
0.505102041	0.495431472	0.608130081	0.341689879	0.33
0.50255102	0.417258883	0.642818428	0.362116992	0.67
0.5	0.898477157	0.517615176	0.697307335	0.67
0.49872449	0.52893401	0.551761518	0.376973073	0.67
0.489795918	0.815228426	0.601084011	0.725162488	0.33
0.488520408	0.279187817	0.780487805	0.666666667	0.67
0.478316327	0.467005076	0.611924119	0.384401114	0.67
0.474489796	0.475126904	0.647696477	0.48189415	1
0.473214286	0.506598985	0.750135501	0.538532962	0.67
0.471938776	0.884263959	0.752303523	0.626740947	0.67
0.465561224	0.58680203	0.601626016	0.584029712	1
0.464285714	0.551269036	0.742547425	0.635097493	1
0.460459184	0.465989848	0.791869919	0.458681523	0.33
0.455357143	0.382741117	0.526829268	0.429897864	0.33
0.452806122	0.792893401	0.779403794	0.309192201	0.33
0.452806122	0.642639594	0.527913279	0.35097493	0.33
0.446428571	0.560406091	0.587533875	0.407613742	0.33
0.445153061	0.880203046	0.612466125	0.721448468	0.33
0.445153061	0.337055838	0.604336043	0.557103064	0.67
0.43877551	0.584771574	0.698102981	0.411327762	1
0.432397959	0.340101523	0.578861789	0.43082637	0.67
0.431122449	0.556345178	0.571815718	0.340761374	0.33
0.426020408	0.550253807	0.746341463	0.708449396	1
0.423469388	0.744162437	0.475338753	0.761374188	0.33
0.419642857	0.837563452	0.676422764	0.65273909	0.67
0.417091837	0.327918782	0.682384824	0.571959146	1
0.415816327	0.455837563	0.651490515	0.268337976	0.33
0.411989796	0.659898477	0.61300813	0.367688022	0.67
0.403061224	0.957360406	0.76097561	0.30362117	0.33
0.395408163	0.740101523	1	0.510677809	0.33
0.392857143	0.69035533	0.775067751	0.248839369	0.67
0.389030612	0.637563452	0.738211382	0.499535747	0.33
0.387755102	0.862944162	0.719241192	0.536675952	0.67
0.386479592	0.753299492	0.436314363	0.320334262	0.67
0.385204082	0.893401015	0.63197832	0.697307335	0.33
0.380102041	0.656852792	0.569105691	0.402971216	0.33
0.37627551	0.78071066	0.858536585	0.73630455	0.33
0.368622449	0.797969543	0.414634146	0.52181987	1
0.366071429	0.442639594	0.896476965	0.385329619	0.33
0.363520408	0.407106599	0.686720867	0.452181987	0.33
0.362244898	0.439593909	0.613550136	0.494893222	0.67
0.358418367	0.596954315	0.554471545	0.419684308	0.67
0.355867347	0.49035533	0.399457995	0.331476323	0.33
0.352040816	0.874111675	0.778861789	0.267409471	0.33
0.352040816	0.998984772	0.692140921	0.672237697	0.33
0.352040816	0.754314721	0.403252033	0.38904364	0.33
0.349489796	0.624365482	0.722493225	0.461467038	0.33
0.345663265	0.634517766	0.675880759	0.448467967	0.33
0.338010204	0.81319797	0.740379404	0.588672238	0.67
0.338010204	0.303553299	0.692140921	0.701949861	0.67
